MECID,Committee Name,Report,Report Year,Report Type,Previous Receipts,Contributions Received,Loans Received, Misc. Receipts, Receipts Subtotal,In-Kind Contributions, Total Receipts This Election,Previous Expenditures,Cash or Check Expenditures,In-Kind Expenditures,Credit Expenditures,Expenditure Subtotal,Total Expenditures,Previous Contributions,Cash/Check Contributions,Credit Contributions,In-Kind Contributions,Contribution Subtotal,Total Contributions,Loan Disbursements,Disbursements Payments,Misc. Disbursements,Total Disbursements,Starting Money on Hand, Monetary Receipts,Check Disbursements,Cash Disbursements,Total Monetary Disbursements,Ending Money on Hand,Outstanding Indebtedness,Loans Recieved,New Expenditures,New Contributions,Payments Made on Loan,Debt Forgiven on Loans,Total Indebtendness
"C141069","TUNNELL FOR JUDGE","January Quarterly Report","2015","Full Disclosure","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","718.2200","0.0000","0.0000","0.0000","0.0000","718.2200","24100.0000","0.0000","0.0000","0.0000","0.0000","0.0000","24100.0000"
"C031256","PFEM PAC","AMENDED January Quarterly Report","2015","Full Disclosure","41900.1500","2448.9900","0.0000","0.3000","2449.2900","0.0000","44349.4400","389.5400","0.0000","0.0000","0.0000","0.0000","389.5400","40025.0000","1235.0000","0.0000","0.0000","1235.0000","41260.0000","0.0000","0.0000","0.0000","0.0000","2311.0000","2449.2900","1235.0000","0.0000","1235.0000","3525.2900","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000474","TESSON FERRY DEMOCRATIC ORGANIZATION","January Quarterly Report","2015","Full Disclosure","2258.4200","0.0000","0.0000","0.0000","0.0000","0.0000","2258.4200","629.6700","193.5800","0.0000","0.0000","193.5800","823.2500","3693.0000","0.0000","0.0000","0.0000","0.0000","3693.0000","0.0000","0.0000","0.0000","0.0000","920.4300","0.0000","193.5800","0.0000","193.5800","726.8500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C031222","DEMOCRATS OF TEXAS COUNTY","January Quarterly Report","2015","Full Disclosure","151.0000","0.0000","0.0000","14.0000","14.0000","0.0000","165.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","855.2300","14.0000","0.0000","0.0000","0.0000","869.2300","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C101016","PATRONS FOR LYLE ROWLAND","January Quarterly Report","2015","Full Disclosure","72478.5100","0.0000","0.0000","0.0000","0.0000","0.0000","72478.5100","65510.3700","354.9700","0.0000","0.0000","354.9700","65865.3400","17394.0000","500.0000","0.0000","0.0000","500.0000","17894.0000","0.0000","0.0000","0.0000","0.0000","3245.6600","0.0000","854.9700","0.0000","854.9700","2390.6900","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C131157","JOPLIN PROGRESS COMMITTEE","January Quarterly Report","2015","Full Disclosure","32825.0500","0.0000","0.0000","0.1000","0.1000","0.0000","32825.1500","8646.2900","0.0000","0.0000","0.0000","0.0000","8646.2900","19000.0000","0.0000","0.0000","0.0000","0.0000","19000.0000","0.0000","0.0000","0.0000","0.0000","4621.3000","0.1000","0.0000","0.0000","0.0000","4621.4000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"A141255","BEATTY FOR COUNTY COMMITTEE","January Quarterly Report","2015","Full Disclosure","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","42.0000","0.0000","0.0000","42.0000","42.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","120.0000","0.0000","42.0000","0.0000","42.0000","78.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C111080","COMMITTEE TO ELECT BILL WATERHOUSE","January Quarterly Report","2015","Full Disclosure","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","373.0000","373.0000","0.0000","0.0000","373.0000","746.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2496.5100","0.0000","373.0000","0.0000","373.0000","2123.5100","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C101244","COMMITTEE TO ELECT GAIL MCCANN BEATTY","January Quarterly Report","2015","Full Disclosure","0.0000","500.0000","0.0000","47.9700","547.9700","0.0000","547.9700","0.0000","2619.7300","0.0000","0.0000","2619.7300","2619.7300","0.0000","720.0000","0.0000","0.0000","720.0000","720.0000","0.0000","0.0000","47.9700","47.9700","8094.3600","547.9700","3387.7000","0.0000","3387.7000","5254.6300","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000575","ROOFERS LOCAL # 20 PAC","January Quarterly Report","2015","Full Disclosure","0.0000","3178.6500","0.0000","0.0000","3178.6500","0.0000","3178.6500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","3029.0900","3178.6500","0.0000","0.0000","0.0000","6207.7400","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000514","UNITED UNION OF ROOFERS WATERPROOFERS & ALLIED WORKERS POLITICAL EDUCATION & LEGISLATIVE FUND OF MO","January Quarterly Report","2015","Full Disclosure","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","5652.9900","0.0000","0.0000","0.0000","0.0000","5652.9900","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C141270","PRO KID","January Quarterly Report","2015","Full Disclosure","13800.0000","0.0000","0.0000","0.0000","0.0000","0.0000","13800.0000","13730.8500","0.0000","0.0000","0.0000","0.0000","13730.8500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","69.1500","0.0000","0.0000","0.0000","0.0000","69.1500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000753","HEALTH CARE LEADERSHIP COMMITTEE","January Quarterly Report","2015","Full Disclosure","292021.4200","0.0000","0.0000","0.0000","0.0000","0.0000","292021.4200","61055.6400","0.0000","0.0000","0.0000","0.0000","61055.6400","269641.0000","500.0000","0.0000","0.0000","500.0000","270141.0000","0.0000","0.0000","0.0000","0.0000","28514.6700","0.0000","500.0000","0.0000","500.0000","28014.6700","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C031132","MAJOR BRANDS POLITICAL ACTION COMMITTEE","January Quarterly Report","2015","Full Disclosure","121400.3500","3421.6600","0.0000","500.0000","3921.6600","0.0000","125322.0100","167.4500","0.0000","0.0000","0.0000","0.0000","167.4500","275250.0000","3000.0000","0.0000","0.0000","3000.0000","278250.0000","0.0000","0.0000","0.0000","0.0000","76426.3500","3921.6600","3000.0000","0.0000","3000.0000","77348.0100","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C111070","SATER FOR SENATE","January Quarterly Report","2015","Full Disclosure","72770.0000","0.0000","0.0000","0.0000","0.0000","0.0000","72770.0000","11224.5500","0.0000","0.0000","0.0000","0.0000","11224.5500","10750.0000","0.0000","0.0000","0.0000","0.0000","10750.0000","0.0000","0.0000","0.0000","0.0000","64018.6700","0.0000","0.0000","0.0000","0.0000","64018.6700","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C141348","CAPE GIRARDEAU FIREFIGHTERS FOR RESPONSIBLE GOVERNMENT PAC","January Quarterly Report","2015","Full Disclosure","21152.3500","125.0000","0.0000","0.0000","125.0000","0.0000","21277.3500","11973.6200","0.0000","0.0000","0.0000","0.0000","11973.6200","2250.0000","0.0000","0.0000","0.0000","0.0000","2250.0000","0.0000","0.0000","0.0000","0.0000","6928.7300","125.0000","0.0000","0.0000","0.0000","7053.7300","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"A101026","CITIZENS TO ELECT MICHAEL TODD","January Quarterly Report","2015","Full Disclosure","3295.0000","0.0000","0.0000","0.0000","0.0000","0.0000","3295.0000","2013.1000","32.4500","0.0000","0.0000","32.4500","2045.5500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1441.9200","0.0000","32.4500","0.0000","32.4500","1409.4700","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000548","ST LOUIS FIREFIGHTERS LOCAL NO 73 PAC","January Quarterly Report","2015","Full Disclosure","26896.0000","6558.0000","0.0000","700.0000","7258.0000","0.0000","34154.0000","2692.0000","535.5000","0.0000","0.0000","535.5000","3227.5000","13300.0000","800.0000","0.0000","0.0000","800.0000","14100.0000","0.0000","0.0000","0.0000","0.0000","53944.4800","7258.0000","1335.5000","0.0000","1335.5000","59866.9800","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C001029","CALLAWAY COUNTY REPUBLICAN CENTRAL COMMITTEE","January Quarterly Report","2015","Full Disclosure","12468.5900","340.0000","0.0000","0.0000","340.0000","0.0000","12808.5900","11147.5500","0.0000","0.0000","0.0000","0.0000","11147.5500","1210.0000","0.0000","0.0000","0.0000","0.0000","1210.0000","0.0000","0.0000","0.0000","0.0000","1518.9100","340.0000","0.0000","0.0000","0.0000","1858.9100","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C131037","MISSOURI BLACK POLITICAL FORUM PAC","January Quarterly Report","2015","Full Disclosure","7421.8600","0.0000","0.0000","8.1600","8.1600","0.0000","7430.0200","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","21579.2300","8.1600","0.0000","0.0000","0.0000","21587.3900","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000836","CENTRAL BANCOMPANY-PAC","January Quarterly Report","2015","Full Disclosure","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","55608.0000","300.0000","0.0000","0.0000","300.0000","55908.0000","0.0000","0.0000","0.0000","0.0000","15884.8100","0.0000","300.0000","0.0000","300.0000","15584.8100","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000723","LABORERS LOCAL UNION NO 264-PAC","January Quarterly Report","2015","Full Disclosure","12400.0000","0.0000","0.0000","0.0000","0.0000","0.0000","12400.0000","4762.7800","0.0000","0.0000","0.0000","0.0000","4762.7800","7575.0000","2500.0000","0.0000","0.0000","2500.0000","10075.0000","0.0000","0.0000","0.0000","0.0000","8347.4400","0.0000","2500.0000","0.0000","2500.0000","5847.4400","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C091060","MISSOURI FOR CHARLIE DAVIS","January Quarterly Report","2015","Full Disclosure","0.0000","1000.0000","0.0000","0.0000","1000.0000","0.0000","1000.0000","0.0000","750.5300","0.0000","0.0000","750.5300","750.5300","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","11401.5800","1000.0000","750.5300","0.0000","750.5300","11651.0500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C111053","COMMITTEE TO ELECT TERRY ROESCH","January Quarterly Report","2015","Full Disclosure","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","204.8000","26.4800","0.0000","0.0000","26.4800","231.2800","1289.0100","0.0000","0.0000","0.0000","0.0000","1289.0100","0.0000","0.0000","0.0000","0.0000","3469.0700","0.0000","26.4800","0.0000","26.4800","3442.5900","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000985","JASPER COUNTY REPUBLICAN COMMITTEE","January Quarterly Report","2015","Full Disclosure","11117.9300","100.0000","0.0000","0.0000","100.0000","0.0000","11217.9300","11377.1500","434.5500","0.0000","0.0000","434.5500","11811.7000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","3789.0000","100.0000","434.5500","0.0000","434.5500","3454.4500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000915","ST FRANCOIS COUNTY DEMOCRATIC CENTRAL COMMITTEE","January Quarterly Report","2015","Full Disclosure","6348.4400","0.0000","0.0000","0.0000","0.0000","0.0000","6348.4400","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","4233.3600","0.0000","0.0000","0.0000","0.0000","4233.3600","0.0000","0.0000","0.0000","0.0000","5198.7800","0.0000","0.0000","0.0000","0.0000","5198.7800","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000035","OPERATING ENGINEERS LOCAL 101 POLITICAL FUND","January Quarterly Report","2015","Full Disclosure","375000.0000","0.0000","0.0000","0.0000","0.0000","0.0000","375000.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","344550.0000","0.0000","0.0000","0.0000","0.0000","344550.0000","0.0000","0.0000","0.0000","0.0000","66305.0000","0.0000","0.0000","0.0000","0.0000","66305.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
