MECID,Committee Name,Report,Report Year,Report Type,Previous Receipts,Contributions Received,Loans Received, Misc. Receipts, Receipts Subtotal,In-Kind Contributions, Total Receipts This Election,Previous Expenditures,Cash or Check Expenditures,In-Kind Expenditures,Credit Expenditures,Expenditure Subtotal,Total Expenditures,Previous Contributions,Cash/Check Contributions,Credit Contributions,In-Kind Contributions,Contribution Subtotal,Total Contributions,Loan Disbursements,Disbursements Payments,Misc. Disbursements,Total Disbursements,Starting Money on Hand, Monetary Receipts,Check Disbursements,Cash Disbursements,Total Monetary Disbursements,Ending Money on Hand,Outstanding Indebtedness,Loans Recieved,New Expenditures,New Contributions,Payments Made on Loan,Debt Forgiven on Loans,Total Indebtendness
"C001029","CALLAWAY COUNTY REPUBLICAN CENTRAL COMMITTEE","January Quarterly Report","2017","Full Disclosure","7313.0000","367.0000","0.0000","0.0000","367.0000","0.0000","7680.0000","7763.1400","427.6500","0.0000","0.0000","427.6500","8190.7900","1100.0000","0.0000","0.0000","0.0000","0.0000","1100.0000","0.0000","0.0000","0.0000","0.0000","3333.5100","367.0000","427.6500","0.0000","427.6500","3272.8600","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000935","RALLS COUNTY DEMOCRATIC CENTRAL COMMITTEE","January Quarterly Report","2017","Full Disclosure","1340.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1340.0000","0.0000","260.0000","0.0000","0.0000","260.0000","260.0000","1700.0000","0.0000","0.0000","300.0000","300.0000","2000.0000","0.0000","0.0000","0.0000","0.0000","1054.3900","0.0000","260.0000","0.0000","260.0000","794.3900","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C091174","GENISE MONTECILLO FOR STATE REPRESENTATIVE ","January Quarterly Report","2017","Full Disclosure","27308.5000","0.0000","0.0000","0.0000","0.0000","0.0000","27308.5000","33436.2400","1491.4500","0.0000","0.0000","1491.4500","34927.6900","12050.0000","0.0000","0.0000","0.0000","0.0000","12050.0000","0.0000","0.0000","0.0000","0.0000","30790.8100","0.0000","1491.4500","0.0000","1491.4500","29299.3600","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"A121358","COMMITTEE TO ELECT DOUG JOHNSON","January Quarterly Report And Termination","2017","Full Disclosure","20.0000","0.0000","0.0000","0.0000","0.0000","0.0000","20.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","41.0000","41.0000","41.0000","0.0000","0.0000","41.0000","41.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000760","GREENE COUNTY REPUBLICAN WOMEN","January Quarterly Report","2017","Full Disclosure","728.0000","555.0000","0.0000","0.0000","555.0000","0.0000","1283.0000","1103.7200","352.9500","0.0000","0.0000","352.9500","1456.6700","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1012.6500","555.0000","352.9500","0.0000","352.9500","1214.7000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C101065","DELUS JOHNSON FOR MISSOURI ","January Quarterly Report","2017","Full Disclosure","78495.0000","0.0000","0.0000","0.0000","0.0000","0.0000","78495.0000","43990.2000","0.0000","0.0000","0.0000","0.0000","43990.2000","41700.0000","0.0000","0.0000","0.0000","0.0000","41700.0000","0.0000","0.0000","0.0000","0.0000","19292.6700","0.0000","0.0000","0.0000","0.0000","19292.6700","15000.0000","0.0000","0.0000","0.0000","0.0000","0.0000","15000.0000"
"C141157","COMMITTEE TO ELECT JASON CHIPMAN","January Quarterly Report","2017","Full Disclosure","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","782.7500","0.0000","0.0000","782.7500","782.7500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","4461.2500","0.0000","782.7500","0.0000","782.7500","3678.5000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C010435","CITIZENS FOR RESPONSIBLE COMMUNITY","January Quarterly Report","2017","Full Disclosure","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","82.0000","26.2500","0.0000","0.0000","26.2500","108.2500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1093.8500","0.0000","26.2500","0.0000","26.2500","1067.6000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C161019","FRIENDS OF FRED WESSELS","January Quarterly Report","2017","Full Disclosure","0.0000","250.0000","0.0000","0.0000","250.0000","0.0000","250.0000","0.0000","194.5400","0.0000","0.0000","194.5400","194.5400","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","31592.1700","250.0000","194.5400","0.0000","194.5400","31647.6300","25000.0000","0.0000","0.0000","0.0000","0.0000","0.0000","25000.0000"
"C111103","BELIEVE IN STEVE LYNCH COMMITTEE","January Quarterly Report","2017","Full Disclosure","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","105.0000","0.0000","0.0000","105.0000","105.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","3207.7800","0.0000","105.0000","0.0000","105.0000","3102.7800","10000.0000","0.0000","0.0000","0.0000","0.0000","0.0000","10000.0000"
"C000310","RANDOLPH COUNTY REPUBLICAN CENTRAL COMMITTEE","January Quarterly Report","2017","Full Disclosure","9383.2200","0.0000","0.0000","0.0000","0.0000","0.0000","9383.2200","10767.7100","407.7300","0.0000","0.0000","407.7300","11175.4400","2750.0000","0.0000","0.0000","0.0000","0.0000","2750.0000","0.0000","0.0000","0.0000","0.0000","1109.4600","0.0000","407.7300","0.0000","407.7300","701.7300","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C141348","CAPE GIRARDEAU FIREFIGHTERS FOR RESPONSIBLE GOVERNMENT PAC","January Quarterly Report","2017","Full Disclosure","11690.0000","0.0000","0.0000","0.0000","0.0000","0.0000","11690.0000","7067.0000","0.0000","0.0000","0.0000","0.0000","7067.0000","1500.0000","0.0000","0.0000","0.0000","0.0000","1500.0000","0.0000","0.0000","0.0000","0.0000","8267.7300","0.0000","0.0000","0.0000","0.0000","8267.7300","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C101297","CITIZENS TO ELECT WALLER","January Quarterly Report","2017","Full Disclosure","77200.5400","50.0000","0.0000","0.0000","50.0000","0.0000","77250.5400","36714.1000","413.0000","0.0000","0.0000","413.0000","37127.1000","7000.0000","0.0000","0.0000","0.0000","0.0000","7000.0000","0.0000","550.0000","0.0000","550.0000","55758.0000","50.0000","963.0000","0.0000","963.0000","54845.0000","1550.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1000.0000"
"C000274","ROCKWOOD LABOR CLUB","January Quarterly Report","2017","Full Disclosure","9019.0000","1550.0000","0.0000","0.0000","1550.0000","0.0000","10569.0000","3913.1300","0.0000","0.0000","0.0000","0.0000","3913.1300","17440.0000","2025.0000","0.0000","0.0000","2025.0000","19465.0000","0.0000","0.0000","0.0000","0.0000","17032.5200","1550.0000","2025.0000","0.0000","2025.0000","16557.5200","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C131118","JOE HENSLEY FOR JUDGE COMMITTEE","January Quarterly Report","2017","Full Disclosure","43899.0600","0.0000","0.0000","0.0000","0.0000","0.0000","43899.0600","36810.3800","0.0000","0.0000","0.0000","0.0000","36810.3800","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","3473.1000","0.0000","0.0000","0.0000","0.0000","3473.1000","20013.1700","0.0000","0.0000","0.0000","0.0000","0.0000","20013.1700"
"C091229","MISSOURI FEDERATION OF WOMEN'S DEMOCRATIC CLUBS","January Quarterly Report","2017","Full Disclosure","6469.5800","0.0000","0.0000","0.0000","0.0000","0.0000","6469.5800","6438.8100","118.4200","0.0000","0.0000","118.4200","6557.2300","5000.0000","0.0000","0.0000","0.0000","0.0000","5000.0000","0.0000","0.0000","0.0000","0.0000","3458.4600","0.0000","118.4200","0.0000","118.4200","3340.0400","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000928","RIPLEY COUNTY DEMOCRATIC CENTRAL COMMITTEE","January Quarterly Report","2017","Full Disclosure","0.0000","300.0000","0.0000","0.0000","300.0000","0.0000","300.0000","0.0000","130.0000","0.0000","0.0000","130.0000","130.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","482.2100","300.0000","130.0000","0.0000","130.0000","652.2100","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000514","UNITED UNION OF ROOFERS WATERPROOFERS & ALLIED WORKERS POLITICAL EDUCATION & LEGISLATIVE FUND OF MO","January Quarterly Report","2017","Full Disclosure","20000.0000","0.0000","0.0000","0.0000","0.0000","0.0000","20000.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","14300.0000","0.0000","0.0000","0.0000","0.0000","14300.0000","0.0000","0.0000","0.0000","0.0000","16362.9900","0.0000","0.0000","0.0000","0.0000","16362.9900","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000980","KNOX COUNTY DEMOCRATIC CENTRAL COMMITTEE","January Quarterly Report","2017","Full Disclosure","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","594.7200","0.0000","0.0000","0.0000","0.0000","594.7200","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C101016","PATRONS FOR LYLE ROWLAND","January Quarterly Report","2017","Full Disclosure","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","332.0000","0.0000","0.0000","332.0000","332.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","6029.7700","0.0000","332.0000","0.0000","332.0000","5697.7700","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000575","ROOFERS LOCAL # 20 PAC","January Quarterly Report","2017","Full Disclosure","9998.2800","3768.9600","0.0000","0.0000","3768.9600","0.0000","13767.2400","10.0000","0.0000","0.0000","0.0000","0.0000","10.0000","8700.0000","0.0000","0.0000","0.0000","0.0000","8700.0000","0.0000","0.0000","0.0000","0.0000","7113.1600","3768.9600","0.0000","0.0000","0.0000","10882.1200","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C131080","FRIENDS OF JUDGE STACEY LETT","January Quarterly Report","2017","Full Disclosure","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","11989.5900","0.0000","0.0000","0.0000","0.0000","11989.5900","10000.0000","0.0000","0.0000","0.0000","0.0000","0.0000","10000.0000"
"C000942","PETTIS COUNTY DEMOCRATIC CENTRAL COMMITTEE","January Quarterly Report","2017","Full Disclosure","8257.4500","0.0000","0.0000","0.0800","0.0800","0.0000","8257.5300","3893.3600","45.5800","0.0000","0.0000","45.5800","3938.9400","1500.0000","0.0000","0.0000","0.0000","0.0000","1500.0000","0.0000","0.0000","0.0000","0.0000","4114.4600","0.0800","45.5800","0.0000","45.5800","4068.9600","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C121089","FRIENDS OF SUE MEREDITH","January Quarterly Report","2017","Full Disclosure","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","789.8100","0.0000","0.0000","789.8100","789.8100","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","33893.4400","0.0000","789.8100","0.0000","789.8100","33103.6300","1000.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1000.0000"
"C011097","PROGRESSIVE DEMOCRATS OF LEMAY","January Quarterly Report","2017","Full Disclosure","7707.6900","292.5500","0.0000","0.0000","292.5500","0.0000","8000.2400","5438.2200","463.5500","0.0000","0.0000","463.5500","5901.7700","2900.0000","0.0000","0.0000","0.0000","0.0000","2900.0000","0.0000","0.0000","0.0000","0.0000","828.0400","292.5500","463.5500","0.0000","463.5500","657.0400","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C001008","DADE COUNTY REPUBLICAN CENTRAL COMMITTEE","January Quarterly Report","2017","Full Disclosure","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1638.2700","0.0000","0.0000","1638.2700","1638.2700","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2167.4500","0.0000","1638.2700","0.0000","1638.2700","529.1800","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C161394","VOTE HAAS","January Quarterly Report","2017","Full Disclosure","0.0000","372.0000","25000.0000","0.0000","25372.0000","0.0000","25372.0000","0.0000","0.0000","0.0000","436.0000","436.0000","436.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","25372.0000","0.0000","0.0000","0.0000","25372.0000","0.0000","25000.0000","436.0000","0.0000","0.0000","0.0000","25436.0000"
"C001042","ANDREW COUNTY REPUBLICAN CENTRAL COMMITTEE","January Quarterly Report","2017","Full Disclosure","4836.5600","0.0000","0.0000","0.0000","0.0000","0.0000","4836.5600","3283.0000","969.9200","0.0000","0.0000","969.9200","4252.9200","1500.0000","1000.0000","0.0000","0.0000","1000.0000","2500.0000","0.0000","0.0000","0.0000","0.0000","5670.5600","0.0000","1969.9200","0.0000","1969.9200","3700.6400","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C091275","FRIENDS OF DONNA LICHTENEGGER","January Quarterly Report","2017","Full Disclosure","0.0000","950.0000","0.0000","0.0000","950.0000","0.0000","950.0000","0.0000","200.0000","0.0000","0.0000","200.0000","200.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","9402.4700","950.0000","200.0000","0.0000","200.0000","10152.4700","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C091150","WAGNER FOR KANSAS CITY","January Quarterly Report","2017","Full Disclosure","61345.0800","0.0000","0.0000","0.6400","0.6400","0.0000","61345.7200","43530.0300","1123.3100","0.0000","0.0000","1123.3100","44653.3400","3350.0000","0.0000","0.0000","0.0000","0.0000","3350.0000","0.0000","0.0000","0.0000","0.0000","25790.4500","0.6400","1123.3100","0.0000","1123.3100","24667.7800","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"A161550","CITIZENS TO ELECT KEVIN M MARTIN","January Quarterly Report","2017","Full Disclosure","0.0000","0.0000","100.0000","0.0000","175.0000","75.0000","175.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","100.0000","0.0000","0.0000","0.0000","100.0000","0.0000","100.0000","0.0000","0.0000","0.0000","0.0000","100.0000"
"C000963","MERCER COUNTY REPUBLICAN CENTRAL COMMITTEE","January Quarterly Report","2017","Full Disclosure","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","837.4200","0.0000","0.0000","0.0000","0.0000","837.4200","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C121095","CITIZENS TO ELECT CURT DOUGHERTY","January Quarterly Report","2017","Full Disclosure","250.0000","0.0000","0.0000","0.0000","0.0000","0.0000","250.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","700.0000","0.0000","0.0000","0.0000","0.0000","700.0000","0.0000","0.0000","0.0000","0.0000","11738.5000","0.0000","0.0000","0.0000","0.0000","11738.5000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000967","MARION COUNTY REPUBLICAN CENTRAL COMMITTEE","January Quarterly Report","2017","Full Disclosure","12315.9800","0.0000","0.0000","0.1400","0.1400","0.0000","12316.1200","7238.5200","6.2700","0.0000","0.0000","6.2700","7244.7900","3000.0000","0.0000","0.0000","0.0000","0.0000","3000.0000","0.0000","0.0000","0.0000","0.0000","3513.4400","0.1400","6.2700","0.0000","6.2700","3507.3100","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000775","FREEDOM OF ROAD RIDERS-PAC","January Quarterly Report","2017","Full Disclosure","23696.5800","9934.4700","0.0000","0.0000","9934.4700","0.0000","33631.0500","25904.2800","4713.4600","0.0000","0.0000","4713.4600","30617.7400","5850.0000","0.0000","0.0000","0.0000","0.0000","5850.0000","0.0000","0.0000","0.0000","0.0000","16283.5300","9934.4700","4713.4600","0.0000","4713.4600","21504.5400","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C061586","BOONE COUNTY FEDERATION OF REPUBLICAN WOMEN","January Quarterly Report","2017","Full Disclosure","17474.0500","821.0000","0.0000","0.0000","821.0000","0.0000","18295.0500","7776.6700","35.5000","0.0000","0.0000","35.5000","7812.1700","12628.0000","0.0000","0.0000","0.0000","0.0000","12628.0000","0.0000","0.0000","0.0000","0.0000","1447.6300","821.0000","35.5000","0.0000","35.5000","2233.1300","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C041037","MID-MISSOURI LABOR CLUB","January Quarterly Report","2017","Full Disclosure","6080.0100","0.0000","0.0000","0.0000","0.0000","0.0000","6080.0100","2319.8900","0.0000","0.0000","0.0000","0.0000","2319.8900","9700.0000","0.0000","0.0000","0.0000","0.0000","9700.0000","0.0000","0.0000","0.0000","0.0000","5356.5200","0.0000","0.0000","0.0000","0.0000","5356.5200","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C091243","FRIENDS TO ELECT BILL LANT","January Quarterly Report","2017","Full Disclosure","30185.0000","0.0000","0.0000","0.0000","0.0000","0.0000","30185.0000","21556.4800","175.8000","0.0000","0.0000","175.8000","21732.2800","6600.0000","0.0000","0.0000","0.0000","0.0000","6600.0000","0.0000","0.0000","0.0000","0.0000","8136.1100","0.0000","175.8000","0.0000","175.8000","7960.3100","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C051195","TEAMSTERS LOCAL 955 POLITICAL ACTION FUND","January Quarterly Report","2017","Full Disclosure","31046.2600","520.0000","0.0000","0.0000","520.0000","0.0000","31566.2600","313.9100","0.0000","0.0000","0.0000","0.0000","313.9100","35650.0000","0.0000","0.0000","0.0000","0.0000","35650.0000","0.0000","0.0000","0.0000","0.0000","2440.4200","520.0000","0.0000","0.0000","0.0000","2960.4200","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000836","CENTRAL BANCOMPANY-PAC","January Quarterly Report","2017","Full Disclosure","84400.0000","0.0000","0.0000","0.0000","0.0000","0.0000","84400.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","149401.8100","2500.0000","0.0000","0.0000","2500.0000","151901.8100","0.0000","0.0000","0.0000","0.0000","6491.0000","0.0000","2500.0000","0.0000","2500.0000","3991.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000972","LIVINGSTON COUNTY DEMOCRATIC COMMITTEE","January Quarterly Report","2017","Full Disclosure","350.0000","0.0000","0.0000","0.0000","0.0000","0.0000","350.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","300.0000","50.0000","0.0000","0.0000","50.0000","350.0000","0.0000","0.0000","0.0000","0.0000","223.3100","0.0000","50.0000","0.0000","50.0000","173.3100","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000100","EQUAL RIGHTS AMENDMENT MISSOURI POLITICAL ACTION COMMITTEE","January Quarterly Report","2017","Full Disclosure","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","472.1400","0.0000","0.0000","0.0000","0.0000","472.1400","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C031230","COMMITTEE FOR EXCELLENCE","January Quarterly Report","2017","Full Disclosure","7455.0000","0.0000","0.0000","0.0000","0.0000","0.0000","7455.0000","5726.2200","0.0000","0.0000","0.0000","0.0000","5726.2200","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","4283.5100","0.0000","0.0000","0.0000","0.0000","4283.5100","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000800","DEMOCRATIC WOMENS CLUB OF PETTIS COUNTY","January Quarterly Report","2017","Full Disclosure","4592.5000","274.0800","0.0000","0.0000","274.0800","0.0000","4866.5800","2023.3700","1217.4500","0.0000","0.0000","1217.4500","3240.8200","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2274.5900","274.0800","1217.4500","0.0000","1217.4500","1331.2200","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"A101026","CITIZENS TO ELECT MICHAEL TODD","January Quarterly Report","2017","Full Disclosure","3814.0000","0.0000","0.0000","0.0000","0.0000","0.0000","3814.0000","3237.6300","17.4200","0.0000","0.0000","17.4200","3255.0500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","719.2800","0.0000","17.4200","0.0000","17.4200","701.8600","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
