MECID,Committee Name,Report,Report Year,Report Type,Previous Receipts,Contributions Received,Loans Received, Misc. Receipts, Receipts Subtotal,In-Kind Contributions, Total Receipts This Election,Previous Expenditures,Cash or Check Expenditures,In-Kind Expenditures,Credit Expenditures,Expenditure Subtotal,Total Expenditures,Previous Contributions,Cash/Check Contributions,Credit Contributions,In-Kind Contributions,Contribution Subtotal,Total Contributions,Loan Disbursements,Disbursements Payments,Misc. Disbursements,Total Disbursements,Starting Money on Hand, Monetary Receipts,Check Disbursements,Cash Disbursements,Total Monetary Disbursements,Ending Money on Hand,Outstanding Indebtedness,Loans Recieved,New Expenditures,New Contributions,Payments Made on Loan,Debt Forgiven on Loans,Total Indebtendness
"A121014","OWEN FOR SHERIFF","January Quarterly Report","2013","Full Disclosure","14992.0000","100.0000","0.0000","0.0000","100.0000","0.0000","15092.0000","3663.0300","136.0000","0.0000","0.0000","136.0000","3799.0300","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","4527.5400","100.0000","136.0000","0.0000","136.0000","4491.5400","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000991","GRUNDY COUNTY REPUBLICAN CENTRAL COMMITTEE","January Quarterly Report","2013","Full Disclosure","2973.5100","0.0000","0.0000","0.0000","0.0000","0.0000","2973.5100","2768.4700","25.0000","0.0000","0.0000","25.0000","2793.4700","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1107.0700","0.0000","25.0000","0.0000","25.0000","1082.0700","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"A121269","FRIENDS OF KAREN DIGH ALLEN","January Quarterly Report","2013","Full Disclosure","3297.3800","0.0000","0.0000","0.0000","145.3800","145.3800","3442.7600","3300.4000","1.6000","0.0000","0.0000","1.6000","3302.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.6000","0.0000","1.6000","0.0000","1.6000","0.0000","1707.3800","0.0000","0.0000","0.0000","0.0000","1707.3800","0.0000"
"C000035","OPERATING ENGINEERS LOCAL 101 POLITICAL FUND","40 Day Before Special Charter Election-3/5/2013","2013","Full Disclosure","100000.0000","0.0000","0.0000","0.0000","0.0000","0.0000","100000.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","97800.0000","10000.0000","0.0000","0.0000","10000.0000","107800.0000","0.0000","0.0000","0.0000","0.0000","33055.0000","0.0000","10000.0000","0.0000","10000.0000","23055.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C071089","LOCAL 682 TEAMSTERS PAC","January Quarterly Report","2013","Full Disclosure","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","8225.0000","8225.0000","0.0000","0.0000","8225.0000","16450.0000","0.0000","0.0000","0.0000","0.0000","8514.3500","0.0000","8225.0000","0.0000","8225.0000","289.3500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C101043","COMMITTEE TO ELECT KENT HAMPTON","January Quarterly Report","2013","Full Disclosure","121856.1900","500.0000","0.0000","0.0000","500.0000","0.0000","122356.1900","48441.7800","4231.2500","0.0000","0.0000","4231.2500","52673.0300","3295.0000","0.0000","0.0000","0.0000","0.0000","3295.0000","0.0000","0.0000","0.0000","0.0000","7396.2400","500.0000","4231.2500","0.0000","4231.2500","3664.9900","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C111074","CROSSROAD'S FEDERATED WOMEN'S DEMOCRATIC CLUB","January Quarterly Report","2013","Full Disclosure","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","298.9900","298.9900","0.0000","0.0000","298.9900","597.9800","550.0000","550.0000","0.0000","0.0000","550.0000","1100.0000","0.0000","0.0000","0.0000","0.0000","2300.0000","0.0000","848.9900","0.0000","848.9900","1451.0100","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000836","CENTRAL BANCOMPANY-PAC","January Quarterly Report","2013","Full Disclosure","20000.0000","0.0000","0.0000","0.0000","0.0000","0.0000","20000.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","39850.0000","0.0000","0.0000","0.0000","0.0000","39850.0000","0.0000","0.0000","0.0000","0.0000","2292.8100","0.0000","0.0000","0.0000","0.0000","2292.8100","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C111205","SPENCE FOR GOVERNOR","January Quarterly Report And Termination","2013","Full Disclosure","11490455.7500","0.0000","0.0000","2390.0000","2390.0000","0.0000","11492845.7500","11253317.0200","33809.4400","0.0000","0.0000","33809.4400","11287126.4600","20000.0000","0.0000","0.0000","0.0000","0.0000","20000.0000","0.0000","0.0000","0.0000","0.0000","71520.5000","2390.0000","33809.4400","0.0000","33809.4400","40101.0600","4601457.0200","0.0000","0.0000","0.0000","0.0000","1457.0200","4600000.0000"
"C081082","CITIZENS TO ELECT GRAY","January Quarterly Report","2013","Full Disclosure","11595.0000","300.0000","0.0000","0.0000","300.0000","0.0000","11895.0000","8724.1300","71.9600","0.0000","0.0000","71.9600","8796.0900","440.0000","25.0000","0.0000","0.0000","25.0000","465.0000","0.0000","0.0000","0.0000","0.0000","5115.5000","300.0000","96.9600","0.0000","96.9600","5318.5400","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C001027","CAMDEN COUNTY REPUBLICAN CENTRAL COMMITTEE","January Quarterly Report","2013","Full Disclosure","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","69.1300","0.0000","0.0000","0.0000","0.0000","69.1300","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C101551","MISSOURI WOMENS HEALTH PAC","January Quarterly Report","2013","Full Disclosure","0.0000","750.0000","0.0000","0.0000","750.0000","0.0000","750.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","750.0000","0.0000","0.0000","0.0000","750.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C111053","COMMITTEE TO ELECT TERRY ROESCH","January Quarterly Report","2013","Full Disclosure","35061.3400","0.0000","0.0000","0.0000","0.0000","0.0000","35061.3400","23139.6500","100.0000","0.0000","0.0000","100.0000","23239.6500","4390.0000","0.0000","0.0000","0.0000","0.0000","4390.0000","0.0000","0.0000","0.0000","0.0000","5062.7900","0.0000","100.0000","0.0000","100.0000","4962.7900","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000579","RAYTOWN DEMOCRATIC ASSOCIATION","January Quarterly Report","2013","Full Disclosure","8579.0000","520.0000","0.0000","0.0000","520.0000","0.0000","9099.0000","7145.7200","390.7400","0.0000","0.0000","390.7400","7536.4600","500.0000","0.0000","0.0000","0.0000","0.0000","500.0000","0.0000","0.0000","0.0000","0.0000","4682.1200","520.0000","390.7400","0.0000","390.7400","4811.3800","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C081432","C P OF MISSOURI","January Quarterly Report","2013","Full Disclosure","17253.7000","140.0000","0.0000","0.0000","172.0000","32.0000","17425.7000","17229.3800","126.4700","0.0000","0.0000","126.4700","17355.8500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","817.8500","140.0000","126.4700","0.0000","126.4700","831.3800","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C121116","CITIZENS FOR OWEN","January Quarterly Report","2013","Full Disclosure","41404.5400","100.0000","0.0000","0.0000","100.0000","0.0000","41504.5400","35101.8100","0.0000","0.0000","0.0000","0.0000","35101.8100","1000.0000","0.0000","0.0000","0.0000","0.0000","1000.0000","0.0000","0.0000","0.0000","0.0000","2245.1600","100.0000","0.0000","0.0000","0.0000","2345.1600","30695.6800","0.0000","0.0000","0.0000","0.0000","0.0000","30695.6800"
"C051011","DEMOCRATIC WOMEN FOR RIPLEY COUNTY","January Quarterly Report","2013","Full Disclosure","1900.2500","50.0000","0.0000","0.0000","50.0000","0.0000","1950.2500","4.3100","4.3100","0.0000","0.0000","4.3100","8.6200","50.0000","0.0000","0.0000","0.0000","0.0000","50.0000","0.0000","0.0000","0.0000","0.0000","1900.2500","50.0000","4.3100","0.0000","4.3100","1945.9400","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C091107","HICKORY COUNTY REPUBLICAN COMMITTEE","January Quarterly Report","2013","Full Disclosure","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","848.9500","0.0000","0.0000","848.9500","848.9500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2453.8000","0.0000","848.9500","0.0000","848.9500","1604.8500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C081243","FRIENDS OF TERRY HOLLANDER","January Quarterly Report","2013","Full Disclosure","5.0000","0.0000","0.0000","0.0000","0.0000","0.0000","5.0000","55.0000","0.0000","0.0000","0.0000","0.0000","55.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","230.6300","0.0000","0.0000","0.0000","0.0000","230.6300","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C081106","DUGGER FOR STATE REP","January Quarterly Report","2013","Full Disclosure","14350.0000","0.0000","0.0000","0.0000","0.0000","0.0000","14350.0000","658.9000","162.1600","0.0000","0.0000","162.1600","821.0600","2900.0000","0.0000","0.0000","0.0000","0.0000","2900.0000","0.0000","0.0000","0.0000","0.0000","20329.6700","0.0000","162.1600","0.0000","162.1600","20167.5100","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000474","TESSON FERRY DEMOCRATIC ORGANIZATION","January Quarterly Report","2013","Full Disclosure","1198.4200","0.0000","0.0000","0.0000","0.0000","0.0000","1198.4200","135.0000","177.3800","0.0000","0.0000","177.3800","312.3800","2800.0000","0.0000","0.0000","0.0000","0.0000","2800.0000","0.0000","0.0000","0.0000","0.0000","1248.1000","0.0000","177.3800","0.0000","177.3800","1070.7200","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C091174","GENISE MONTECILLO FOR STATE REPRESENTATIVE ","January Quarterly Report","2013","Full Disclosure","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","406.8000","0.0000","0.0000","406.8000","406.8000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","25747.3800","0.0000","406.8000","0.0000","406.8000","25340.5800","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C101001","8TH DISTRICT WOMENS DEMOCRAT CLUB","January Quarterly Report","2013","Full Disclosure","1585.5300","54.0000","0.0000","0.0000","54.0000","0.0000","1639.5300","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1585.5300","54.0000","0.0000","0.0000","0.0000","1639.5300","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C101071","COMMITTEE TO ELECT GALEN HIGDON FOR 11TH DISTRICT","January Quarterly Report","2013","Full Disclosure","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","700.0000","0.0000","0.0000","700.0000","700.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","5695.9000","0.0000","700.0000","0.0000","700.0000","4995.9000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000985","JASPER COUNTY REPUBLICAN COMMITTEE","January Quarterly Report","2013","Full Disclosure","0.0000","727.9300","0.0000","0.0000","727.9300","0.0000","727.9300","0.0000","2526.9200","0.0000","0.0000","2526.9200","2526.9200","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","4048.2200","727.9300","2526.9200","0.0000","2526.9200","2249.2300","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C091060","MISSOURI FOR CHARLIE DAVIS","January Quarterly Report","2013","Full Disclosure","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1091.2700","0.0000","0.0000","1091.2700","1091.2700","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","6655.3600","0.0000","1091.2700","0.0000","1091.2700","5564.0900","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C001029","CALLAWAY COUNTY REPUBLICAN CENTRAL COMMITTEE","January Quarterly Report","2013","Full Disclosure","306.0000","265.0000","0.0000","0.0000","265.0000","0.0000","571.0000","611.4400","77.8200","0.0000","0.0000","77.8200","689.2600","210.0000","0.0000","0.0000","0.0000","0.0000","210.0000","0.0000","0.0000","0.0000","0.0000","1287.2000","265.0000","77.8200","0.0000","77.8200","1474.3800","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000734","JEFFERSON COUNTY REPUBLICANS","January Quarterly Report","2013","Full Disclosure","0.0000","40.0000","0.0000","0.0000","40.0000","0.0000","40.0000","0.0000","25.0000","0.0000","0.0000","25.0000","25.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1191.6500","40.0000","25.0000","0.0000","25.0000","1206.6500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000576","REPUBLICAN WOMENS CLUB OF UNION","AMENDED January Quarterly Report","2013","Full Disclosure","0.0000","486.0000","0.0000","0.0000","486.0000","0.0000","486.0000","0.0000","649.0000","0.0000","0.0000","649.0000","649.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","663.5200","486.0000","649.0000","0.0000","649.0000","500.5200","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C001304","STODDARD COUNTY REPUBLICAN CENTRAL COMMITTEE","January Quarterly Report","2013","Full Disclosure","0.0000","105.0000","0.0000","67.9200","172.9200","0.0000","172.9200","1380.2500","1792.8500","0.0000","0.0000","1792.8500","3173.1000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2865.5800","172.9200","1792.8500","0.0000","1792.8500","1245.6500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C011094","LOCAL UNION NO 777 SEPARATE SEGREGATED FUND","January Quarterly Report","2013","Full Disclosure","4327.7600","809.2200","0.0000","0.0000","809.2200","0.0000","5136.9800","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","6250.0000","0.0000","0.0000","0.0000","0.0000","6250.0000","0.0000","0.0000","31.5200","31.5200","412.5900","809.2200","31.5200","0.0000","31.5200","1190.2900","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C041407","TRUMAN DAY RALLY","January Quarterly Report","2013","Full Disclosure","17820.5000","0.0000","0.0000","0.0000","0.0000","0.0000","17820.5000","7013.4700","0.0000","0.0000","0.0000","0.0000","7013.4700","12769.9000","0.0000","0.0000","0.0000","0.0000","12769.9000","0.0000","0.0000","0.0000","0.0000","4579.9800","0.0000","0.0000","0.0000","0.0000","4579.9800","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000738","JEFFERSON BANK & TRUST PAC","January Quarterly Report","2013","Full Disclosure","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","92.2500","0.0000","0.0000","0.0000","0.0000","92.2500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C010435","CITIZENS FOR RESPONSIBLE COMMUNITY","January Quarterly Report","2013","Full Disclosure","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","82.0000","0.0000","0.0000","0.0000","0.0000","82.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1429.8500","0.0000","0.0000","0.0000","0.0000","1429.8500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C061608","PIKE COUNTY DEMOCRATIC CENTRAL COMMITTEE","January Quarterly Report","2013","Full Disclosure","995.0000","0.0000","0.0000","0.0000","0.0000","0.0000","995.0000","421.4500","50.0000","0.0000","0.0000","50.0000","471.4500","813.0000","0.0000","0.0000","0.0000","0.0000","813.0000","0.0000","0.0000","0.0000","0.0000","618.2600","0.0000","50.0000","0.0000","50.0000","568.2600","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C021016","CASS COUNTY DEMOCRATIC CENTRAL COMMITTEE","January Quarterly Report","2013","Full Disclosure","26782.4100","387.8300","0.0000","0.0000","387.8300","0.0000","27170.2400","16084.9400","48.7900","0.0000","0.0000","48.7900","16133.7300","10555.0000","0.0000","0.0000","0.0000","0.0000","10555.0000","0.0000","0.0000","0.0000","0.0000","2972.9100","387.8300","18.7900","30.0000","48.7900","3311.9500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C010474","BUILDING A BETTER CENTRAL MISSOURI FUND","January Quarterly Report","2013","Full Disclosure","842.8500","751.0000","0.0000","0.0000","751.0000","0.0000","1593.8500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","3606.8600","751.0000","0.0000","0.0000","0.0000","4357.8600","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C111101","RAY COUNTY REPUBLICAN COMMITTEE","January Quarterly Report","2013","Full Disclosure","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","126.6900","0.0000","0.0000","126.6900","126.6900","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1032.6900","0.0000","126.6900","0.0000","126.6900","906.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C061039","CITIZENS TO ELECT SCOTT SHIPMAN","January Quarterly Report","2013","Full Disclosure","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1756.3800","0.0000","0.0000","0.0000","0.0000","1756.3800","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C091030","MECHANICAL CONTRACTORS ASSOC OF EASTERN MISSOURI INC POLITICAL ACTION COMMITTEE","January Quarterly Report","2013","Full Disclosure","681.1000","0.0000","0.0000","0.0000","0.0000","0.0000","681.1000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","681.1000","0.0000","0.0000","0.0000","0.0000","681.1000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C010478","COMMITTEE TO ELECT SALLY A FAITH","January Quarterly Report","2013","Full Disclosure","12971.5900","0.0000","0.0000","0.0000","0.0000","0.0000","12971.5900","19768.9800","306.9200","0.0000","0.0000","306.9200","20075.9000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2021.3600","0.0000","306.9200","0.0000","306.9200","1714.4400","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"A121371","HEALTHY COMMUNITY, HEALTHY ECONOMY","January Quarterly Report","2013","Full Disclosure","0.0000","783.3100","0.0000","0.0000","783.3100","0.0000","783.3100","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","783.3100","0.0000","0.0000","0.0000","783.3100","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C001238","COMMITTEE TO ELECT STEVE EHLMANN","January Quarterly Report","2013","Full Disclosure","4075.1500","500.0000","0.0000","0.0000","500.0000","0.0000","4575.1500","13445.8400","2390.0300","0.0000","0.0000","2390.0300","15835.8700","8045.0000","1750.0000","0.0000","0.0000","1750.0000","9795.0000","0.0000","0.0000","0.0000","0.0000","12457.2700","500.0000","4140.0300","0.0000","4140.0300","8817.2400","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C051195","TEAMSTERS LOCAL 955 POLITICAL ACTION FUND","January Quarterly Report","2013","Full Disclosure","121557.8100","360.0000","0.0000","0.0000","360.0000","0.0000","121917.8100","491.0500","33.0000","0.0000","0.0000","33.0000","524.0500","120638.5000","0.0000","0.0000","0.0000","0.0000","120638.5000","0.0000","0.0000","0.0000","0.0000","416.3100","360.0000","0.0000","33.0000","33.0000","743.3100","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C001264","CARPENTER FOR RECORDER COMMITTEE","January Quarterly Report","2013","Full Disclosure","9593.0000","1500.0000","1000.0000","0.0000","2500.0000","0.0000","12093.0000","27488.0900","2129.9600","0.0000","0.0000","2129.9600","29618.0500","12580.0000","400.0000","0.0000","0.0000","400.0000","12980.0000","0.0000","0.0000","0.0000","0.0000","177.6200","2500.0000","2529.9600","0.0000","2529.9600","147.6600","2880.0000","1000.0000","0.0000","0.0000","0.0000","0.0000","3880.0000"
"C000214","PLANNED PARENTHOOD VOTES-ST LOUIS","January Quarterly Report","2013","Full Disclosure","32573.7000","0.0000","0.0000","0.0000","0.0000","0.0000","32573.7000","37539.9600","37.0000","0.0000","0.0000","37.0000","37576.9600","21978.3000","0.0000","0.0000","0.0000","0.0000","21978.3000","0.0000","0.0000","0.0000","0.0000","3915.0900","0.0000","37.0000","0.0000","37.0000","3878.0900","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
